Closed,Name,City,Market
???,Redondo,Des Moines,Washington\Tacoma
???,Barkley Village,Bellingham,Washington\Bellingham
???,Shore Drive,Virginia Beach,Virginia\ChesapeakeBayRegion
???,Columbus Village East,Virginia Beach,Virginia\ChesapeakeBayRegion
???,West End Shops,Richmond,Virginia\Richmond
???,Jefferson Plaza,Newport News,Virginia\ChesapeakeBayRegion
???,The Fashion Centre at Pentagon City,Arlington,Virginia\NorthernVirginia
???,Ballston Commons,Arlington,Virginia\NorthernVirginia
???,"500 West & 500 South, Bountiful",West Bountiful,Utah
???,Marriott Gallivan Center,Salt Lake City,Utah
???,9th & 9th,Salt Lake City,Utah
???,15th & 15th,Salt Lake City,Utah
???,The Riverwalk,San Antonio,Texas\SanAntonio
???,1604 & Blanco Road,San Antonio,Texas\SanAntonio
???,IH-35 & FM 1325,Round Rock,Texas\Austin
???,Hwy. 66 & Lake Shore,Rockwall,Texas\DallasFortWorth
???,The Shops at Willow Bend,Plano,Texas\DallasFortWorth
???,Grapevine Hwy & Precinct Line,North Richland Hills,Texas\DallasFortWorth
???,MacArthur & I-635,Irving,Texas\DallasFortWorth
???,Beltline & Hwy. 183,Irving,Texas\DallasFortWorth
???,Hwy 183 & Precinct Line,Hurst,Texas\DallasFortWorth
???,SH 249 & Jones Road,Houston,Texas\Houston
???,I-10 & Memorial City Way,Houston,Texas\Houston
???,Hwy. 290 & 43rd St.,Houston,Texas\Houston
???,FM 2181 & Town Hall Road,Hickory Creek,Texas\DallasFortWorth
???,Northwest Hwy. & Centerville Rd.,Garland,Texas\DallasFortWorth
???,Stonebriar Mall (Kiosk,Frisco,Texas\DallasFortWorth
???,Bay Area & FM 528,Friendswood,Texas\Houston
???,183 & Main Street,Euless,Texas\DallasFortWorth
???,Bank of America Plaza-Dallas,Dallas,Texas\DallasFortWorth
???,MacArthur & Beltline,Coppell,Texas\DallasFortWorth
???,Old Denton & Hebron Pkwy,Carrollton,Texas\DallasFortWorth
???,Hwy 183 & Lake Creek,Austin,Texas\Austin
???,Wolfchase Galleria - inline,Memphis,Tennessee\Memphis
???,Oak Court Mall,Memphis,Tennessee\Memphis
???,Poplar @ Forest Hill,Germantown,Tennessee\Memphis
???,Germantown Pkwy. & Trinity Rd.,Cordova,Tennessee\Memphis
???,Maguire,Quebec,Quebec\QuebecCity
???,The Gallery at Market East,Philadelphia,Pennsylvania\Philadelphia
???,Maple Glen,Maple Glen,Pennsylvania\Philadelphia
???,Oxford Valley Mall,Langhorne,Pennsylvania\Philadelphia
???,Tualatin / Haggens,Tualatin,Oregon\Portland
???,Pioneer Place I.,Portland,Oregon\Portland
???,NW 23rd,Portland,Oregon\Portland
???,MLK Blvd & Hassalo - Portland,Portland,Oregon\Portland
???,Division Center,Portland,Oregon\Portland
???,Burlingame,Portland,Oregon\Portland
???,Oregon City Haggens,Oregon City,Oregon\Portland
???,1303 Cntr Dr./Mdfrd-FMyr),Medford,Oregon\SouthernOregon
???,Hillsboro Marketplace,Hillsboro,Oregon\Portland
???,Gresham Village,Gresham,Oregon\Portland
???,Clackamas Promenade,Clackamas,Oregon\Portland
???,Canby,Canby,Oregon\Portland
???,Erbsville & Laurelwood-Waterloo,Waterloo,Ontario\GreaterTorontoArea
???,Yonge & Wanless,Toronto,Ontario\Toronto
???,Wellington & York TD PATH Foodcourt,Toronto,Ontario\Toronto
???,Queen & Dovercourt,Toronto,Ontario\Toronto
???,Queen & Bay,Toronto,Ontario\Toronto
???,Laird and Kenrae,Toronto,Ontario\Toronto
???,Brookfield Place Front/Bay - PATH,Toronto,Ontario\Toronto
???,Festival Hall / Chapters,Toronto,Ontario\Toronto
???,732 Queen St West,Toronto,Ontario\Toronto
???,6 Charles Street (aka 675 Yonge),Toronto,Ontario\Toronto
???,2253 Queen St. E. & Hammersmith,Toronto,Ontario\Toronto
???,185 King St.@George,Toronto,Ontario\Toronto
???,155 University,Toronto,Ontario\Toronto
???,139 Yorkville Ave.,Toronto,Ontario\Toronto
???,110 Bloor St.W/Chapters,Toronto,Ontario\Toronto
???,Richmond Hill Indigo,Thornhill,Ontario\GreaterTorontoArea
???,401 & McCowan,Scarborough,Ontario\GreaterTorontoArea
???,1900 Dundas St. W.,Mississauga,Ontario\PeelRegion
???,Kingston Indigo,Kingston,Ontario\KingstonBelleville
???,Queensway & The West,Etobicoke,Ontario\GreaterTorontoArea
???,Franklin & Elgin - Cambridge,Cambridge,Ontario\GreaterTorontoArea
???,Henderson & Nugent,Upper Arlington,Ohio\Columbus
???,Shaker Heights,Shaker Heights,Ohio\Cleveland
???,One Columbus Place,Columbus,Ohio\Columbus
???,Clifton Blvd.,Cleveland,Ohio\Cleveland
???,Tri-County Mall,Cincinnati,Ohio\Cincinnati
???,Montgomery,Cincinnati,Ohio\Cincinnati
???,East Hyde Park,Cincinnati,Ohio\Cincinnati
???,SONY,New York,NewYork\NewYorkCity
???,Pearl & Maiden,New York,NewYork\NewYorkCity
???,Macys 5th Floor - Herald Square,New York,NewYork\NewYorkCity
???,Macys 35th Street Balcony,New York,NewYork\NewYorkCity
???,67th & Columbus,New York,NewYork\NewYorkCity
???,Broadway & Grand,New York,NewYork\NewYorkCity
???,57th & Lexington,New York,NewYork\NewYorkCity
???,545 Fifth Ave.,New York,NewYork\NewYorkCity
???,48th & Park,New York,NewYork\NewYorkCity
???,47th & 9th,New York,NewYork\NewYorkCity
???,45th St. & Sixth Ave.,New York,NewYork\NewYorkCity
???,45th & Broadway,New York,NewYork\NewYorkCity
???,41st and Broadway,New York,NewYork\NewYorkCity
???,41st & Madison,New York,NewYork\NewYorkCity
???,41st & 3rd,New York,NewYork\NewYorkCity
???,33rd Street and 5th Avenue (Old Ban,New York,NewYork\NewYorkCity
???,33rd & Tenth,New York,NewYork\NewYorkCity
???,Broadway Btwn 37th & 38th,New York,NewYork\NewYorkCity
???,100 Wall St (New World),New York,NewYork\NewYorkCity
???,Southgate,Massapequa,NewYork\LongIsland
???,Eastchester Rd & Waters Pl,Bronx,NewYork\Bronx
???,Pyramid & C - Sparks,Sparks,Nevada\Reno
???,"Sahara & Maryland Pkwy, Las Vegas",Las Vegas,Nevada\LasVegas
???,Neptune,Ocean Township,NewJersey
???,Monroe,Monroe Township,NewJersey
???,Closter,Closter,NewJersey
???,Matthews Township - HT,Matthews,NorthCarolina\Charlotte
???,Southpointe,Durham,NorthCarolina\RaleighDurhamChapelHill
???,Rivergate,Charlotte,NorthCarolina\Charlotte
???,City Center Doppio,Minneapolis,Minnesota\Minneapolis
???,"Birmingham, Maple & Old Woodward",Birmingham,Michigan\Detroit
???,Glen Burnie Center,Glen Burnie,Maryland\Baltimore
???,Solomon Pond Mall,Marlborough,Massachusetts\Boston
???,Hwy 210 & Nelson,Lake Charles,Louisiana\LakeCharles
???,Southport & Emerson,Indianapolis,Indiana\Indianapolis
???,82nd & Allisonville,Indianapolis,Indiana\Indianapolis
???,Oak Park,Oak Park,Illinois\Chicagoland
???,City Park - Lincolnshire,Lincolnshire,Illinois\Chicagoland
???,Port Clinton,Highland Park,Illinois\Chicagoland
???,Southport & Roscoe (OLD),Chicago,Illinois\Chicago
???,Clybourn & Webster,Chicago,Illinois\Chicago
???,Broadway & Clarendon,Chicago,Illinois\Chicago
???,68 E. Madison,Chicago,Illinois\Chicago
???,Ponderay Plaza- Ponderay,Ponderay,Idaho\NorthernIdaho
???,Sears Ala Moana Center,Honolulu,Hawaii\Oahu
???,Ohana Waikiki West,Honolulu,Hawaii\Oahu
???,Sandy Plains (Publix),Marietta,Georgia\Atlanta
???,Millcreek Walk,Buford,Georgia\Atlanta
???,Emory Village,Atlanta,Georgia\Atlanta
???,Village Blvd & Brandywine Rd,West Palm Beach,Florida\PalmBeachCounty
???,Spanish Springs,The Villages,Florida\Gainesville
???,Baystreet Store,Tampa,Florida\Tampa
???,Southgate Plaza,Sarasota,Florida\SarasotaBradenton
???,Sarasota Square Mall - First Level,Sarasota,Florida\SarasotaBradenton
???,Pleasant Hill Rd & Cypress Pkwy,Poinciana,Florida\Orlando
???,The Grand Bohemian,Orlando,Florida\Orlando
???,I-75 & Pine Ridge,Naples,Florida\Naples
???,Audubon Plaza,Naples,Florida\Naples
???,Old Cutler Rd & SW 92nd Ave,Miami,Florida\Miami
???,Eagle Ridge Mall - First Level,Lake Wales,Florida\FloridaRemoteMarkets
???,Hwy 17 & SR 16 - Green Cove Springs,Green Cove Springs,Florida\Jacksonville
???,Colonial Blvd & Forum Blvd,Ft Myers,Florida\Naples
???,A1A at Bellair Plaza,Daytona Beach,Florida\DaytonaOrmond
???,US 19 & Bellaire,Clearwater,Florida\StPetersburg
???,International Square,Washington,WashingtonDC\WashingtonDC
???,Chevy Chase Pavillion [OLD],Washington,WashingtonDC\WashingtonDC
???,Post Road East,Westport,Connecticut\SouthernConnecticut
???,Trumbull Mall,Trumbull,Connecticut\SouthernConnecticut
???,Broadway & Floyd,Englewood,Colorado\Denver
???,Cherry Creek Mall - East,Denver,Colorado\Denver
???,Citadel Mall,Colorado Springs,Colorado\ColoradoSprings
???,Centennial & Vindicator-CO Springs,Colorado Springs,Colorado\ColoradoSprings
???,"Yucaipa & Oak Glen, Yucaipa",Yucaipa,California\SanBernardinoCounty
???,Gibson & Pioneer - Woodland,Woodland,California\YoloCounty
???,421 Pioneer Avenue,Woodland,California\YoloCounty
???,Broadway Plaza,Walnut Creek,California\ContraCostaCounty
???,"Melrose & Longhorn, Vista",Vista,California\SanDiego
???,Sonoma & Redwood - Vallejo,Vallejo,California\SolanoCounty
???,"Wendy Drive & 101 Fwy, Thousand Oak",Thousand Oaks,California\Ventura
???,Sycamore & Cochran,Simi Valley,California\Ventura
???,"Hwy 118 & First, Simi Valley",Simi Valley,California\Ventura
???,Main & Navy,Santa Monica,California\WestLosAngeles
???,Davis & Hwy 880,San Leandro,California\AlamedaCounty
???,505 Sansome Street,San Francisco,California\SanFrancisco
???,123 Mission Street,San Francisco,California\SanFrancisco
???,75 Horton Plaza,San Diego,California\SanDiego
???,"5th & F Street, San Diego",San Diego,California\SanDiego
???,Pavilions,Sacramento,California\Sacramento
???,Downtown Plaza - Sacramento,Sacramento,California\Sacramento
???,Eureka & Lead Hill - Roseville,Roseville,California\Sacramento
???,Rohnert Park - Commerce,Rohnert Park,California\SonomaCounty
???,Clay & Limonite,Riverside,California\RiversideCounty
???,Rancho Cucamonga (B&N),Rancho Cucamonga,California\SanBernardinoCounty
???,Hwy 101 & Vierra Canyon,Prunedale,California\CentralCoast
???,Greenback & Hazel - Orangevale,Orangevale,California\Sacramento
???,Westcliff Plaza,Newport Beach,California\OrangeCounty
???,"Sweetwater & The 805 Fwy, National",National City,California\SanDiego
???,1021 10th Street - Modesto,Modesto,California\ModestoStockton
???,Jacklin & Escuela - Milpitas,Milpitas,California\SantaClaraCounty
???,Wilshire Center - D.T. L.A.,Los Angeles,California\LosAngeles
???,Beverly Center - Level 8,Los Angeles,California\LosAngeles
???,Sunset & Mohawk,Los Angeles,California\LosAngeles
???,400 S. Hope St.,Los Angeles,California\LosAngeles
???,Sunrise Plaza - Belmont Shore,Long Beach,California\SouthEastLosAngeles
???,Railroad Canyon Rd. & Canyon HIlls,Lake Elsinore,California\RiversideCounty
???,"Avocado & Campo, La Mesa",La Mesa,California\SanDiego
???,"Foothill & Boston, La Crescenta",La Cresenta,California\LosAngelesCounty
???,Newland Center,Huntington Beach,California\OrangeCounty
???,Sunset & Airline - Hollister,Hollister,California\CentralCoast
???,Auburn-Folsom & Douglas,Granite Bay,California\Sacramento
???,Glendale Marketplace,Glendale,California\SanFernandoValley
???,"Orangethorpe & Brookhurst,Fullerton",Fullerton,California\OrangeCounty
???,Bidwell & Broadstone Folsom,Folsom,California\Sacramento
???,Travis & Oliver - Fairfield,Fairfield,California\SolanoCounty
???,2200 Powell - Emeryville,Emeryville,California\AlamedaCounty
???,John Daly & Highway 280 - Daly City,Daly City,California\SanMateoCounty
???,"Compton & Alameda, Compton",Compton,California\SouthEastLosAngeles
???,"Greenback & Birdcage,Citrus Heights",Citrus Heights,California\Sacramento
???,Burbank Center (aka Disney Bldg),Burbank,California\SanFernandoValley
???,San Vicente & 26th,Brentwood,California\ContraCostaCounty
???,Balfour & Fairview - Brentwood,Brentwood,California\ContraCostaCounty
???,"Village & Paine, Big Bear Lake",Big Bear Lake,California\SanBernardinoCounty
???,"El Camino Real & Morro, Atascadero",Atascadero,California\CentralCoast
???,"Grand & Courtland, Arroyo Grande",Arroyo Grande,California\CentralCoast
???,"Rancheras & Hwy 18, Apple Valley",Apple Valley,California\SanBernardinoCounty
???,Westbank,Westbank,BritishColumbia\EasternBritishColumbia
???,Park Royal Shopping Centre,West Vancouver,BritishColumbia\Vancouver
???,Goverment St & View St,Victoria,BritishColumbia\VancouverIsland
???,Robson & Howe/Chapters,Vancouver,BritishColumbia\Vancouver
???,Oak Street,Vancouver,BritishColumbia\Vancouver
???,Main Street & 12th Avenue,Vancouver,BritishColumbia\Vancouver
???,Lower Robson,Vancouver,BritishColumbia\Vancouver
???,Dunbar St & 18th Ave,Vancouver,BritishColumbia\Vancouver
???,900 Granville,Vancouver,BritishColumbia\Vancouver
???,818 West 6th Ave - False Creek,Vancouver,BritishColumbia\Vancouver
???,3451 Kingsway,Vancouver,BritishColumbia\Vancouver
???,Whiterock (OLD),Surrey,BritishColumbia\Vancouver
???,Strawberry Hill Chptrs,Surrey,BritishColumbia\Vancouver
???,Gorge Shopping Centre,Saanich,BritishColumbia\VancouverIsland
???,Richport Centre/Chapters,Richmond,BritishColumbia\Vancouver
???,Marine Dr & McKay Ave Indigo,North Vancouver,BritishColumbia\Vancouver
???,Lonsdale,North Vancouver,BritishColumbia\Vancouver
???,13th & Lonsdale,North Vancouver,BritishColumbia\Vancouver
???,Woodgrove Centre,Nanaimo,BritishColumbia\VancouverIsland
???,Willowbrook Park,Langley,BritishColumbia\Vancouver
???,Langley Power Centre,Langley,BritishColumbia\Vancouver
???,Orchard Park II,Kelowna,BritishColumbia\EasternBritishColumbia
???,Station Square,Burnaby,BritishColumbia\Vancouver
???,"Ina & I-10, Tucson",Tucson,Arizona\Tucson
???,Southgate Mall/Chapters,Edmonton,Alberta\Edmonton
???,69 Ave & 178 St - Callingwood Centr,Edmonton,Alberta\Edmonton
???,Brookfield Fashion Center,Brookfield,Wisconsin\Milwaukee
???,Auburn Fred Meyer,Auburn,Washington\Tacoma
???,Complexe Pointe Claire,Montreal,Quebec\Montreal
???,Chapel Hill Mall,Akron,Ohio\Akron
???,41 Fashion Drive,Saint John,NewBrunswick
???,Duty Free Shopper,Honolulu,Hawaii\Oahu
???,20th & Penn,Washington,WashingtonDC\WashingtonDC
???,19th & K Street,Washington,WashingtonDC\WashingtonDC
???,Burnaby Crossing-6th & 10th,Burnaby,BritishColumbia\Vancouver
???,Brentwood Mall,Burnaby,BritishColumbia\Vancouver
???,Brick Plaza/Chptrs aka MacLeod Trl,Calgary,Alberta\Calgary
???,411 8th Avenue,Calgary,Alberta\Calgary
???,Pineland Station,Hilton Head,SouthCarolina\HiltonHead
???,Galleria II,Houston,Texas\Houston
???,Blanchardstown Borders,Dublin,Ireland\Dublin
???,73rd & Federal-Westminster,Westminster,Colorado\Denver
???,3215 Galleria - Galleria Mall,Edina,Minnesota\Minneapolis
???,Wabash Landing,West Lafayette,Indiana\IndianaRemoteMarkets
???,SR 50 & Blackwood Rd,Ocoee,Florida\Orlando
???,East 82nd St.,Indianapolis,Indiana\Indianapolis
???,Mundelein - Long Medows Commons,Mundelein,Illinois\Chicagoland
???,1495 Yonge & St. Clair [OLD],Toronto,Ontario\Toronto
???,"Churchill Place (2), Canary Wharf",London,UnitedKingdom\London
???,Randolph Park,York,Pennsylvania\PennsylvaniaRemoteMarkets
???,Morse Rd & Hamilton Rd,Columbus,Ohio\Columbus
???,Crystal Palace Casino Wyndam Resort,Nassau,Bahamas
???,Marathon Mall,Nassau,Bahamas
???,Tysons Corner Center - East Wing,McLean,Virginia\NorthernVirginia
???,Jeita,Jeita,Lebanon
???,San Pedro & Montgomery,Albuquerque,NewMexico\Albuquerque
???,Beaconsfield - Sainsburys,Beaconsfield,UnitedKingdom\Buckinghamshire
???,Newry - The Quays,Newry,UnitedKingdom\NorthernIreland
???,Londonderry - Foyleside SC,Londonderry,UnitedKingdom\NorthernIreland
???,Londonderry - Crescent Link (7B),Londonderry,UnitedKingdom\NorthernIreland
???,Craigavon - Rushmere SC (unit H),Craigavon,UnitedKingdom\NorthernIreland
???,Coleraine - 1 Kingsgate Street,Coleraine,UnitedKingdom\NorthernIreland
???,Bridgewater Park Outlet Centre 61,Banbridge,UnitedKingdom\NorthernIreland
???,Belfast - Victoria Square (UG13),Belfast,UnitedKingdom\NorthernIreland
???,Belfast - Lisburn Road (90),Belfast,UnitedKingdom\NorthernIreland
???,Belfast - Lisburn Road,Belfast,UnitedKingdom\NorthernIreland
???,Belfast - Castlecourt,Belfast,UnitedKingdom\NorthernIreland
???,Belfast - Castle Lane,Belfast,UnitedKingdom\NorthernIreland
???,Belfast - Boucher Retail Park,Belfast,UnitedKingdom\NorthernIreland
???,Belfast - Botanic Avenue,Belfast,UnitedKingdom\NorthernIreland
???,Bangor - Springhill,Bangor,UnitedKingdom\NorthernIreland
???,Antrim - Junction 1 Outlet Centre,Antrim,UnitedKingdom\NorthernIreland
???,Hillside,Victoria,BritishColumbia\VancouverIsland
???,Huntington - Chequers Court (B/C),Huntingdon,UnitedKingdom\Cambridgeshire
???,Stratford Upon Avon - High Street,Stratford Upon Avon,UnitedKingdom\Warwickshire
???,Peterborough - Cathederal Gateway,Peterborough,UnitedKingdom\Peterborough
???,Leamingon Spa - Royal Priors,Leamington Spa,UnitedKingdom\Warwickshire
???,Cheltenham - The Promenade,Cheltenham,UnitedKingdom\Gloucestershire
???,Bukit Bintang Plaza,Kuala Lumpur,Malaysia\Selangor
???,KLCC 1,Kuala Lumpur,Malaysia\KualaLumpur
???,Mill Run,Hilliard,Ohio\Columbus
???,Taman Universiti,Johor Bahru,Malaysia\Johor
???,Bucheon Jjamzone,Bucheon,SouthKorea\Seoul
???,Bucheon State Mall,Bucheon,SouthKorea\Seoul
???,"Peck Road & The 10 Fwy, El Monte",El Monte,California\SanGabrielValley
???,Rivanna Ridge,Charlottesville,Virginia\Charlottesville
???,East Point,Singapore,Singapore
???,Marina Square,Singapore,Singapore
???,Tan Tock Seng Hospital,Singapore,Singapore
???,Sembawang Shopping Centre,Singapore,Singapore
???,One Fullerton - Kiosk,Singapore,Singapore
???,O2 Greenwich (Unit 6.01),London,UnitedKingdom\London
???,Tacoma Place [OLD],Tacoma,Washington\Tacoma
???,Magnolia [OLD],,Washington\Seattle
???,Kenmore,,Washington\Seattle
???,Juanita,,Washington\Seattle
???,First Interstate,Seattle,Washington\Seattle
???,First Hill,Seattle,Washington\Seattle
???,California & Fauntleroy II,Seattle,Washington\Seattle
???,Limeridge Chapters,,Ontario\HamiltonRegion
???,High St - Worthington,,Ohio\Columbus
???,Manhattan Mall [OLD],,NewYork\NewYorkCity
???,Fordham Road,,NewYork\StatenIsland
???,430 Park,,NewYork\NewYorkCity
???,Aeropuerto Benito Juarez,,Mexico\Distrito
???,Le Meridian Hotel (Closed),,Jordan
???,Ginza Yanagi-dori (Closed),,Japan\Tokyo
???,North Pier,,Illinois\Chicagoland
???,LaSalle & Kinzie,,Illinois\Chicagoland
???,IFC Mall,,HongKong
???,Airport Level 5,,HongKong
???,Airport L5 Airside Arrivals,,HongKong
???,Airport Gate 28,,HongKong
???,Leoforos Varis,,Greece\Attiki
???,South Dekalb Mall,,Georgia\Atlanta
???,Yerba Buena Gardens,,California\SanFrancisco
???,303 Sacramento Street,,California\SanFrancisco
???,226 Kearney St.,San Francisco,California\SanFrancisco
???,West Hills/Chapters,,Alberta\Calgary
???,Sunridge Mall,,Alberta\Calgary
???,1700 Pennsylvania Ave. Kiosk,Washington,WashingtonDC\WashingtonDC
???,Park Avenue Plaza [ORIGINAL],New York,NewYork\NewYorkCity
???,1 Queen St. @ Yonge,Toronto,Ontario\Toronto
???,A1A at The Bandshell,Daytona Beach,Florida\TreasureCoast
???,Louis Henna & Greenlawn [OLD],Round Rock,Texas\Austin
???,City Place - Boston [OLD],Boston,Massachusetts\Boston
???,Garden State Plaza,Paramus,NewJersey
???,Shelby Town Center,Shelby Township,Michigan\Detroit
???,McMillan & Clifton,Cincinnati,Ohio\Cincinnati
???,San Marcos Blvd. & Rancho Santa Fe,San Marcos,California\SanDiego
???,Willow Creek,Centennial,Colorado\Denver
???,Bridgeport,Tacoma,Washington\Tacoma
???,Misaki-cho Ono Building,Chiyoda,Japan\Tokyo
???,Marunouchi Mitsubishi Trust Bank Bldg.,Chiyoda,Japan\Tokyo
???,Roppongi (Closed),Minato,Japan\Tokyo
???,Hibiya Mitsui (Closed),Chiyoda,Japan\Tokyo
???,Sendagaya (Closed),Shibuya,Japan\Tokyo
???,Kanda Station Minami-guchi (Closed),Chiyoda,Japan\Tokyo
???,Bee Caves/Village at Westlake (B&N),Austin,Texas\Austin
???,Galleria at Roseville- Relo,Roseville,California\Sacramento
???,University Blvd. & Highlands Ranch,Highlands Ranch,Colorado\Denver
???,Aeschenplatz (Closed),Basel,Switzerland\Basel-Stadt
???,Piatsa Mela (Closed),Athens,Greece\Attiki
???,Zografu (Closed),Athens,Greece\Attiki
???,Varkiza (Closed),Athens,Greece\Attiki
???,Pagrati (Closed),Athens,Greece\Attiki
???,Neos Kosmos (Closed),Athens,Greece\Attiki
???,Neo Iraklio (Closed),c,Greece\Crete
???,Mitropoleos (Closed),Athens,Greece\Attiki
???,Kanigos Square (Closed),Athens,Greece\Attiki
???,Kalamaki (Closed),Athens,Greece\Attiki
???,DAFNI (Closed),Athens,Greece\Attiki
???,Cosmopolis Center (Closed),Athens,Greece\Attiki
???,Argiroupoli (Closed),Athens,Greece\Attiki
???,Ampelokipoi Kifissias 84 (Closed),Athens,Greece\Attiki
???,AKTI MIAOYLI - PIRAEUS (Closed),Athens,Greece\Attiki
???,F. Negri (Closed),Athens,Greece\Attiki
???,Halandri Pendelis (Closed),Chalandri,Greece\Attiki
